x: 0, y: 0, z: 0
x: -0.0408318, y: -0.00257195, z: 1.33271
x: -0.0408318, y: -0.00257195, z: 1.33271
x: -0.0408318, y: -0.00257195, z: 1.33271
x: -0.0408318, y: -0.00257195, z: 1.33271
x: -0.0408318, y: -0.00257195, z: 1.33271
x: -0.0408318, y: -0.00257195, z: 1.33271
x: -0.0408318, y: -0.00257195, z: 1.33271
x: -0.0408318, y: -0.00257195, z: 1.33271
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257188, z: 1.33272
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257181, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257174, z: 1.33273
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257167, z: 1.33274
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257161, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257154, z: 1.33275
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408318, y: -0.00257147, z: 1.33276
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.0025714, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257134, z: 1.33277
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.00257127, z: 1.33278
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.0025712, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257113, z: 1.33279
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.00257106, z: 1.3328
x: -0.0408319, y: -0.002571, z: 1.33281
x: -0.0408319, y: -0.002571, z: 1.33281
x: -0.0408319, y: -0.002571, z: 1.33281
x: -0.0408319, y: -0.002571, z: 1.33281
x: -0.0408319, y: -0.002571, z: 1.33281
x: -0.0408319, y: -0.002571, z: 1.33281
x: -0.0408319, y: -0.002571, z: 1.33281
x: -0.0408319, y: -0.002571, z: 1.33281
x: -0.0408319, y: -0.002571, z: 1.33281
x: -0.0408319, y: -0.002571, z: 1.33281
x: -0.0408319, y: -0.002571, z: 1.33281
x: -0.0408319, y: -0.002571, z: 1.33281
x: -0.0408319, y: -0.002571, z: 1.33281
x: -0.0408319, y: -0.002571, z: 1.33281
x: -0.0408319, y: -0.002571, z: 1.33281
x: -0.0408319, y: -0.002571, z: 1.33281
x: -0.0408319, y: -0.002571, z: 1.33281
x: -0.0408319, y: -0.002571, z: 1.33281
x: -0.0408319, y: -0.002571, z: 1.33281
x: -0.0408319, y: -0.002571, z: 1.33281
x: -0.0408319, y: -0.002571, z: 1.33281
x: -0.0408319, y: -0.002571, z: 1.33281
x: -0.0408319, y: -0.002571, z: 1.33281
x: -0.0408319, y: -0.002571, z: 1.33281
x: -0.0408319, y: -0.002571, z: 1.33281
x: -0.0408319, y: -0.002571, z: 1.33281
x: -0.0408319, y: -0.002571, z: 1.33281
